Product Name,Price,Rating,No of Reviews,ASIN,Manufacturer,URL
"Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)",609,3.8 out of 5 stars,965,‎B09B277CR5,‎SafariIndustries,https://www.amazon.in//Safari-Spartan-Water-Resistant-Backpack/dp/B09B277CR5/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-67
Zipline Unisex casual polyester 36 L Backpack School Bag Women Men Boys Girls children Daypack College Bag Book School Sports Bag Weekend Bag,843,4.0 out of 5 stars,"6,378",‎B07XVMR33Q,‎AtulituAgency,https://www.amazon.in//ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1693221855&sprefix=ba%2Caps%2C283&sr=8-68
FRBG-NAVY BLUE LAPTOP BACKPACK,799,5.0 out of 5 stars,1,‎B0B5VHV5NH,"‎FOREVERBAGSIBLDNG.NO.B7B,GALANO.102/103/104,ParasnathComplex,Bhiwandi-421302",https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDUzMjI4NjA0NjE4NjA0OjE2OTMyMjE4NTU6c3BfYnRmOjIwMTAzMjc2MzA0MTk4OjowOjo&url=%2FGeneric-FRBG-004-FRBG-NAVY-LAPTOP-BACKPACK%2Fdp%2FB0B5VHV5NH%2Fref%3Dsr_1_69_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221855%26sprefix%3Dba%252Caps%252C283%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
uppercase 14 Ltrs Medium (14.6 Inch) Laptop Backpack 2100EBP1 Roll Top Office College 3x More Water Repellent Sustainable Bags With Rainproof Zippers For Unisex,"1,000",4.2 out of 5 stars,182,‎B0B691HSL3,‎AcefourAccessoriesPvt.Ltd.,https://www.amazon.in//sspa/click?ie=UTF8&spc=MToxNDUzMjI4NjA0NjE4NjA0OjE2OTMyMjE4NTU6c3BfYnRmOjIwMDk3NTc5NTAxNzk4OjowOjo&url=%2FUppercase-Medium-Laptop-Backpack-2100Ebp1%2Fdp%2FB0B691HSL3%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221855%26sprefix%3Dba%252Caps%252C283%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Red Lemon Arctic Hunter Stylish Men Bag Fit in 15.6 inch Laptop Backpack Usb Charging Port Travel Bagpack,"2,299",4.1 out of 5 stars,95,‎B09WYVNW46,‎EnconImpexPvtLtd,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3MjA5NjY2ODg5MzczNjA0OjE2OTMyMjE5MDI6c3BfYXRmX25leHQ6MjAxNTI3NDA2MDAzOTg6OjA6Og&url=%2FRed-Lemon-Stylish-Backpack-Charging%2Fdp%2FB09WYVNW46%2Fref%3Dsr_1_65_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221902%26sprefix%3Dba%252Caps%252C283%26sr%3D8-65-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,600",4.1 out of 5 stars,544,‎B0B69M182Q,‎AcefourAccessoriesPvt.Ltd.,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3MjA5NjY2ODg5MzczNjA0OjE2OTMyMjE5MDI6c3BfYXRmX25leHQ6MjAwNjM3ODQ0NTgzOTg6OjA6Og&url=%2Fuppercase-Backpack-2300EBP1-repellent-sustainable%2Fdp%2FB0B69M182Q%2Fref%3Dsr_1_66_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221902%26sprefix%3Dba%252Caps%252C283%26sr%3D8-66-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,339,3.8 out of 5 stars,"2,553",‎B07GXYHFCY,‎No,https://www.amazon.in//DZert-School-Polyester-Backpack-White/dp/B07GXYHFCY/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1693221902&sprefix=ba%2Caps%2C283&sr=8-67
Lenovo 15.6-inch Casual Laptop Briefcase T210,979,4.2 out of 5 stars,"20,924",‎B075Y6Y9H5,‎No,https://www.amazon.in//Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1693221902&sprefix=ba%2Caps%2C283&sr=8-68
Half Moon Valex Unisex School Bag/ 15.6 inch Laptop Backpack/College Bagpack/Office Back Packed | Laptop Bag for Men & Women | School Bags for Boys & Girls with Small Pockets & Laptop Compartment,649,3.7 out of 5 stars,99,‎B0C1NZLF67,‎Half_Moon,https://www.amazon.in//Half-Moon-Laptop-Bag-Compartment/dp/B0C1NZLF67/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1693221902&sprefix=ba%2Caps%2C283&sr=8-69
URBAN CARRIER School Bag For girls school bags for boys Class 5-10 Large 4 partition 45 L Laptop Collage Office Travel Unisex Backpack,431,3.4 out of 5 stars,"1,112",‎B09NNYCQ1Q,‎URBANCARRIER,https://www.amazon.in//School-school-partition-Collage-Backpack/dp/B09NNYCQ1Q/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1693221902&sprefix=ba%2Caps%2C283&sr=8-70
"Storite Nylon 46 Cm Multi Purpose Travel Duffle Bag for Women with Dry and Wet Separate Pocket, Lightweight Waterproof Backpack Carry Luggage Bag with Shoe Compartment (GreenPink, 46x23x25 cm)","1,399",4.2 out of 5 stars,385,‎B0B3JBYZ8C,"‎NISUNINC.,B-201,Greenfield4+,Vadodara,Gujarat-391410Email",https://www.amazon.in//Storite-Travel-Bag-Lightweight-GreenPink/dp/B0B3JBYZ8C/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1693221902&sprefix=ba%2Caps%2C283&sr=8-71
"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",399,4.0 out of 5 stars,195,‎B0C2D2GPWJ,‎‎TabelitoTradeIndia,https://www.amazon.in//Tabelito-NEO-Backpack-Business-Compartment/dp/B0C2D2GPWJ/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1693221902&sprefix=ba%2Caps%2C283&sr=8-72
"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",398,4.1 out of 5 stars,"9,744",B088XG77KN,‎‎TabelitoTradeIndia,https://www.amazon.in//Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1693221902&sprefix=ba%2Caps%2C283&sr=8-73
ADISA Women's Girls Party Sling Bag Crossbody,394,4.0 out of 5 stars,621,‎B0B2WBJ2H8,‎ADISA,https://www.amazon.in//ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1693221902&sprefix=ba%2Caps%2C283&sr=8-74
Red Lemon Medium Size Unisex Adult Bange Series Rhombus Shell Design Waterproof Sling Bag With Usb Charging,"1,899",4.1 out of 5 stars,95,‎B09VGNTDRZ,‎ADISA,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3MjA5NjY2ODg5MzczNjA0OjE2OTMyMjE5MDI6c3BfbXRmOjIwMDk4NzE5MDg2ODk4OjowOjo&url=%2FRed-Lemon-Unisex-adult-Waterproof-Charging%2Fdp%2FB09VGNTDRZ%2Fref%3Dsr_1_75_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221902%26sprefix%3Dba%252Caps%252C283%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","2,400",4.3 out of 5 stars,78,‎B0BXFDK5J2,‎AcefourAccessoriesPvt.Ltd.,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3MjA5NjY2ODg5MzczNjA0OjE2OTMyMjE5MDI6c3BfbXRmOjIwMTI3NjgzODcyMzk4OjowOjo&url=%2FUPPERCASE-Professional-Backpack-resistant-sustainable%2Fdp%2FB0BXFDK5J2%2Fref%3Dsr_1_76_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221902%26sprefix%3Dba%252Caps%252C283%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"WILDHORN 31L Laptop Backpack for Men/Women I Fits upto 15.6"" Laptop I Waterproof I Travel/Business/College Bookbags",599,4.1 out of 5 stars,"1,647",‎B09QL81ZHB,‎WildHorn,https://www.amazon.in//WILDHORN-Backpack-Compartment-Business-Stitching/dp/B09QL81ZHB/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1693221902&sprefix=ba%2Caps%2C283&sr=8-77
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",679,4.0 out of 5 stars,"5,735",‎B09VTCNN75,‎FURJADEN,https://www.amazon.in//Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_78?crid=2M096C61O4MLT&keywords=bags&qid=1693221902&sprefix=ba%2Caps%2C283&sr=8-78
NORTH ZONE Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,630,4.0 out of 5 stars,628,‎B0BS6QM2GD,‎SHABABAGS,https://www.amazon.in//NORTH-ZONE-Waterproof-Backpack-Dimensions/dp/B0BS6QM2GD/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1693221902&sprefix=ba%2Caps%2C283&sr=8-79
Wildcraft Nylon 44 Ltrs Casual Backpack (11629-Wolf_Black),"1,749",4.3 out of 5 stars,"5,880",‎B079DDT65R,‎No,https://www.amazon.in//Wildcraft-Wolf_Blk-Casual-Backpack-11629-Wolf_Blk/dp/B079DDT65R/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1693221902&sprefix=ba%2Caps%2C283&sr=8-80
F Gear Colorado Grey Orange 39 Ltrs Laptop Backpack (3814),895,4.2 out of 5 stars,227,‎B097K6KD7W,‎UberFashionMerchandisePvtLtd,https://www.amazon.in//Gear-Colorado-Orange-Laptop-Backpack/dp/B097K6KD7W/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1693221902&sprefix=ba%2Caps%2C283&sr=8-81
Half Moon 34 L Water Resistant 15.6 inch Laptop Bag/Backpack for Men Women Boys Girls/Office School College with Padded Laptop Compartment (Grey),698,3.9 out of 5 stars,"1,375",‎B09GG53CSL,‎Half_Moon(ABAmazingBags),https://www.amazon.in//Half-Moon-Resistant-Backpack-Compartment/dp/B09GG53CSL/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1693221902&sprefix=ba%2Caps%2C283&sr=8-82
"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)",512,3.9 out of 5 stars,720,B09WZHX3B1,‎Half_Moon(ABAmazingBags),https://www.amazon.in//Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1693221902&sprefix=ba%2Caps%2C283&sr=8-83
Gear Cross Training 22L Water Resistant Travel Duffle Bag/Gym Bag for Men/Women - Grey Orange,467,4.2 out of 5 stars,"16,730",‎B075MMWRW6,‎Gear,https://www.amazon.in//Gear-Polyester-Travel-Duffle-DUFCRSTNG0406/dp/B075MMWRW6/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1693221902&sprefix=ba%2Caps%2C283&sr=8-84
uppercase 14 Ltrs Medium (14.6 Inch) Laptop Backpack 2100EBP1 Roll Top Office College 3x More Water Repellent Sustainable Bags With Rainproof Zippers For Unisex,"1,000",4.2 out of 5 stars,182,‎B0B691HSL3,‎AcefourAccessoriesPvt.Ltd.,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3MjA5NjY2ODg5MzczNjA0OjE2OTMyMjE5MDI6c3BfYnRmOjIwMDk3NTc5NTAxNzk4OjowOjo&url=%2FUppercase-Medium-Laptop-Backpack-2100Ebp1%2Fdp%2FB0B691HSL3%2Fref%3Dsr_1_85_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221902%26sprefix%3Dba%252Caps%252C283%26sr%3D8-85-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","1,800",4.4 out of 5 stars,90,‎B0BWNBQXDZ,‎AcefourAccessoriesPvt.Ltd.,https://www.amazon.in//sspa/click?ie=UTF8&spc=MTo3MjA5NjY2ODg5MzczNjA0OjE2OTMyMjE5MDI6c3BfYnRmOjIwMTI1ODk5OTIwNjk4OjowOjo&url=%2FUppercase-Professional-Backpack-Resistant-Sustainable%2Fdp%2FB0BWNBQXDZ%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1693221902%26sprefix%3Dba%252Caps%252C283%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
